,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12
0,0.20000000298023224,0.10061299800872803,0.11504242569208145,0.11064399778842926,0.5797103643417358,0.6977310180664062,0.4056556224822998,0.0,0.0010260000126436353,8.299999899463728e-05,1.0068743904412258e-05,0.027076000347733498
1,0.23000000417232513,0.09997899830341339,0.1162797287106514,0.11169499903917313,0.5797103643417358,0.7043619751930237,0.40562185645103455,0.0,0.0008399999933317304,4.099999932805076e-05,0.0,0.010830000042915344
2,0.2199999988079071,0.10822200030088425,0.11825822293758392,0.11327199637889862,0.5797103643417358,0.7080590128898621,0.40555429458618164,0.0,0.0002800000074785203,8.299999899463728e-05,1.0068743904412258e-05,0.010830000042915344
3,0.20999999344348907,0.08137799799442291,0.11108344793319702,0.11143200099468231,0.5797103643417358,0.7915160059928894,0.4842112958431244,0.0,0.0002800000074785203,1.4999999621068127e-05,0.0,0.010830000042915344
4,0.18000000715255737,0.07017499953508377,0.10465185344219208,0.10932999849319458,0.5797103643417358,0.8741390109062195,0.5629358291625977,0.0,0.00037299998803064227,0.0022789998911321163,0.005004165694117546,0.05595700070261955
5,0.1599999964237213,0.07588200271129608,0.10390967130661011,0.10932999849319458,0.5797103643417358,0.8756660223007202,0.5630371570587158,0.0,9.300000237999484e-05,1.4999999621068127e-05,0.0,0.010830000042915344
6,0.1599999964237213,0.0824349969625473,0.10291942954063416,0.10906700044870377,0.5797103643417358,0.8768810033798218,0.5630872845649719,0.0,0.00018699999782256782,4.999999873689376e-06,0.0,0.010830000042915344
7,0.17000000178813934,0.06108599901199341,0.09475541114807129,0.10591299831867218,0.5797103643417358,0.8784610033035278,0.5634915232658386,0.0,0.00018699999782256782,4.999999873689376e-06,0.0,0.009025000035762787
8,0.15000000596046448,0.07038699835538864,0.09401322901248932,0.10512500256299973,0.5797103643417358,0.8800230026245117,0.5638783574104309,0.0,9.300000237999484e-05,1.4999999621068127e-05,0.0,0.009025000035762787
9,0.1899999976158142,0.07841899991035461,0.09351810067892075,0.1045989990234375,0.5797103643417358,0.7996739745140076,0.4848007559776306,0.0,9.300000237999484e-05,1.4999999621068127e-05,0.0,0.0072200000286102295
10,0.17000000178813934,0.07482600212097168,0.09302398562431335,0.10407400131225586,0.5797103643417358,0.7229700088500977,0.4057231545448303,0.0,0.0008399999933317304,0.0001340000017080456,1.0068743904412258e-05,0.021661000326275826
11,0.1599999964237213,0.07715100049972534,0.09228179603815079,0.10354799777269363,0.5797103643417358,0.7278469800949097,0.4057569205760956,0.0,0.0002800000074785203,4.999999873689376e-06,0.0,0.14259900152683258
12,0.17000000178813934,0.07841899991035461,0.0920337364077568,0.103022001683712,0.5797103643417358,0.7290800213813782,0.4058070778846741,0.0,0.0,1.4999999621068127e-05,0.0,0.0072200000286102295
13,0.18000000715255737,0.09427200257778168,0.09623977541923523,0.10407400131225586,0.5797103643417358,0.7302770018577576,0.4058408737182617,0.0,0.0,4.999999873689376e-06,0.0,0.009025000035762787
14,0.1599999964237213,0.098921999335289,0.09970363229513168,0.10512500256299973,0.5797103643417358,0.7315099835395813,0.40590837597846985,0.0,0.00018699999782256782,5.199999941396527e-05,0.0,0.01805100031197071
15,0.23999999463558197,0.10124699771404266,0.10366161167621613,0.106175996363163,0.5797103643417358,0.7326210141181946,0.4059421420097351,0.0,9.300000237999484e-05,2.5999999706982635e-05,0.0,0.021661000326275826
16,0.23999999463558197,0.11075899749994278,0.10860983282327652,0.10854099690914154,0.5797103643417358,0.7336270213127136,0.40595853328704834,0.0,0.0,0.0,0.0,0.0036100000143051147
17,0.20999999344348907,0.09617400169372559,0.10786765068769455,0.10880400240421295,0.5797103643417358,0.734686017036438,0.40600866079330444,0.0,0.0,4.999999873689376e-06,0.0,0.010830000042915344
18,0.18000000715255737,0.07503700256347656,0.1016831248998642,0.10670199990272522,0.5797103643417358,0.7359359860420227,0.406127393245697,0.0,0.0,4.999999873689376e-06,0.0,0.005415000021457672
19,0.27000001072883606,0.12449800223112106,0.11256881058216095,0.11064399778842926,0.5797103643417358,0.8506540060043335,0.5162093043327332,0.0,9.300000237999484e-05,8.299999899463728e-05,1.0068743904412258e-05,0.01805100031197071
20,0.3100000023841858,0.1289370059967041,0.12444374710321426,0.11590000241994858,0.5797103643417358,0.5888460278511047,0.44827529788017273,0.0,0.02556000091135502,0.16309300065040588,0.14947804808616638,0.09025300294160843
21,0.10000000149011612,0.07672800123691559,0.11207368969917297,0.11222100257873535,0.5797103643417358,0.2784020006656647,0.32196563482284546,0.0,0.018563000485301018,0.5005670189857483,0.21315278112888336,0.15703999996185303
22,0.05999999865889549,0.05855000019073486,0.10291942954063416,0.10932999849319458,0.5797103643417358,0.16326700150966644,0.18626542389392853,0.0,0.01371300034224987,0.19266000390052795,0.3022196292877197,0.45667898654937744
23,0.03999999910593033,0.03487600013613701,0.08856987953186035,0.10407400131225586,0.5797103643417358,0.0,0.0,0.0,0.011101000010967255,0.17416900396347046,0.31239911913871765,0.5144400000572205
24,0.05999999865889549,0.03339700028300285,0.07892149686813354,0.09986899793148041,0.5797103643417358,0.032979998737573624,0.0020365265663713217,0.0,0.020243000239133835,0.36013099551200867,0.2896387577056885,0.25270798802375793
25,0.05000000074505806,0.027055999264121056,0.06952017545700073,0.09540099650621414,0.5797103643417358,0.06566499918699265,0.004174367990344763,0.0,0.011101000010967255,0.26922300457954407,0.3099561929702759,0.33934998512268066
26,0.019999999552965164,0.0232510007917881,0.061356160789728165,0.09093300253152847,0.5797103643417358,0.09940800070762634,0.006497440859675407,0.0,0.009794999845325947,0.16247999668121338,0.3064233362674713,0.555957019329071
27,0.019999999552965164,0.02198299951851368,0.05467651039361954,0.08699099719524384,0.5797103643417358,0.1330299973487854,0.008887032978236675,0.0,0.009607999585568905,0.1622059941291809,0.30636417865753174,0.5541520118713379
28,0.019999999552965164,0.022405000403523445,0.04948122426867485,0.0830489993095398,0.5797103643417358,0.16887399554252625,0.013196486979722977,0.0,0.009514999575912952,0.16241300106048584,0.3115181028842926,0.5541520118713379
29,0.05999999865889549,0.035721998661756516,0.04873904213309288,0.08094599843025208,0.5797103643417358,0.20428399741649628,0.016663698479533195,0.0,0.012593000195920467,0.1761080026626587,0.3075246214866638,0.5072199702262878
30,0.03999999910593033,0.026420999318361282,0.044284939765930176,0.07752999663352966,0.5797103643417358,0.23688200116157532,0.017707545310258865,0.0,0.009514999575912952,0.15946300327777863,0.30499231815338135,0.5667870044708252
31,0.029999999329447746,0.02304000034928322,0.04057402163743973,0.07411299645900726,0.5797103643417358,0.2700529992580414,0.01954246684908867,0.0,0.009421999566257,0.1620829999446869,0.3101462721824646,0.5541520118713379
32,0.05000000074505806,0.0228279996663332,0.03810041397809982,0.07122199982404709,0.5797103643417358,0.30376100540161133,0.02184814214706421,0.0,0.009421999566257,0.1595509946346283,0.30647367238998413,0.564981997013092
33,0.029999999329447746,0.0228279996663332,0.035873863846063614,0.06833100318908691,0.5797103643417358,0.33696699142456055,0.02413744293153286,0.0,0.009700999595224857,0.15780800580978394,0.3000888526439667,0.5667870044708252
34,0.03999999910593033,0.02304000034928322,0.03414143621921539,0.06596600264310837,0.5797103643417358,0.37018999457359314,0.026460517197847366,0.0,0.009328000247478485,0.1595350056886673,0.30673420429229736,0.5667870044708252
35,0.03999999910593033,0.022616999223828316,0.032657068222761154,0.06333799660205841,0.5797103643417358,0.4030829966068268,0.02871604822576046,0.0,0.009980999864637852,0.15547199547290802,0.2947435975074768,0.5812270045280457
36,0.029999999329447746,0.023885000497102737,0.032162945717573166,0.0614980012178421,0.5797103643417358,0.4364440143108368,0.03090403415262699,0.0,0.010727999731898308,0.1724569946527481,0.31708234548568726,0.5234659910202026
37,0.03999999910593033,0.022193999961018562,0.030678579583764076,0.05886999890208244,0.5797103643417358,0.47049999237060547,0.033175937831401825,0.0,0.009421999566257,0.1602109968662262,0.30655422806739807,0.5631769895553589
38,0.029999999329447746,0.021560000255703926,0.029688335955142975,0.057029999792575836,0.5797103643417358,0.5037580132484436,0.0351121723651886,0.0,0.009328000247478485,0.15994800627231598,0.3086661696434021,0.5631769895553589
39,0.05000000074505806,0.03064900077879429,0.031420763581991196,0.05597899854183197,0.5797103643417358,0.5366860032081604,0.036694321781396866,0.0,0.009421999566257,0.15940099954605103,0.307204931974411,0.5631769895553589
40,0.029999999329447746,0.024731000885367393,0.029936397448182106,0.05413899943232536,0.5797103643417358,0.5704119801521301,0.038714468479156494,0.0,0.009514999575912952,0.16420699656009674,0.31503087282180786,0.5505419969558716
41,0.05000000074505806,0.022405000403523445,0.028946150094270706,0.052299998700618744,0.5797103643417358,0.6035829782485962,0.040262844413518906,0.0,0.009514999575912952,0.16124700009822845,0.30632391571998596,0.5595669746398926
